id,styleId,size,quantity
62323,10946,M,34
62324,10946,L,24
62325,10946,XL,44
62326,10946,XXL,15
62327,10947,XS,5
62328,10947,S,21
62329,10947,M,2
62330,10947,L,17
62331,10947,XL,31
62332,10947,XXL,38
62333,10948,XS,57
62334,10948,S,12
62335,10948,M,38
62336,10948,L,50
62337,10948,XL,30
62338,10948,XXL,47
62339,10949,XS,2
62340,10949,S,30
62341,10949,M,31
62342,10949,L,29
62343,10949,XL,55
62344,10949,XXL,57
62345,10950,XS,58
62346,10950,S,49
62347,10950,M,46
62348,10950,L,39
62349,10950,XL,13
62350,10950,XXL,33
62351,10951,XS,36
62352,10951,S,15
62353,10951,M,49
62354,10951,L,53
62355,10951,XL,10
62356,10951,XXL,30
62357,10952,XS,9
62358,10952,S,19
62359,10952,M,5
62360,10952,L,3
62361,10952,XL,40
62362,10952,XXL,1
62363,10953,XS,20
62364,10953,S,2
62365,10953,M,30
62366,10953,L,17
62367,10953,XL,37
62368,10953,XXL,4
62369,10954,XS,2
62370,10954,S,40
62371,10954,M,52
62372,10954,L,14
62373,10954,XL,30
62374,10954,XXL,13
62375,10955,XS,22
62376,10955,S,46
62377,10955,M,21
62378,10955,L,26
62379,10955,XL,29
62380,10955,XXL,8
62381,10956,XS,36
62382,10956,S,20
62383,10956,M,24
62384,10956,L,30
62385,10956,XL,42
62386,10956,XXL,19
62387,10957,XS,51
62388,10957,S,31
62389,10957,M,1
62390,10957,L,50
62391,10957,XL,51
62392,10957,XXL,21
62393,10958,XS,8
62394,10958,S,32
62395,10958,M,51
62396,10958,L,3
62397,10958,XL,12
62398,10958,XXL,45
62399,10959,XS,54
62400,10959,S,43
62401,10959,M,8
62402,10959,L,13
62403,10959,XL,8
62404,10959,XXL,33
62405,10960,XS,13
62406,10960,S,27
62407,10960,M,51
62408,10960,L,53
62409,10960,XL,5
62410,10960,XXL,14
62411,10961,7,3
62412,10961,7.5,54
62413,10961,8,9
62414,10961,8.5,52
62415,10961,9,24
62416,10961,9.5,44
62417,10961,10,22
62418,10961,10.5,7
62419,10961,11,47
62420,10961,11.5,21
62421,10961,12,18
62422,10962,XS,54
62423,10962,S,56
62424,10962,M,29
62425,10962,L,27
62426,10962,XL,26
62427,10962,XXL,11
62428,10963,XS,13
62429,10963,S,54
62430,10963,M,36
62431,10963,L,57
62432,10963,XL,59
62433,10963,XXL,6
62434,10964,XS,3
62435,10964,S,34
62436,10964,M,52
62437,10964,L,59
62438,10964,XL,15
62439,10964,XXL,53
62440,10965,XS,45
62441,10965,S,16
62442,10965,M,34
62443,10965,L,30
62444,10965,XL,1
62445,10965,XXL,38
62446,10966,XS,5
62447,10966,S,53
62448,10966,M,46
62449,10966,L,52
62450,10966,XL,32
62451,10966,XXL,52
62452,10967,XS,33
62453,10967,S,51
62454,10967,M,44
62455,10967,L,1
62456,10967,XL,44
62457,10967,XXL,49
62458,10968,XS,13
62459,10968,S,8
62460,10968,M,55
62461,10968,L,37
62462,10968,XL,44
62463,10968,XXL,34
62464,10969,XS,4
62465,10969,S,41
62466,10969,M,8
62467,10969,L,30
62468,10969,XL,13
62469,10969,XXL,32
62470,10970,XS,52
62471,10970,S,59
62472,10970,M,1
62473,10970,L,41
62474,10970,XL,51
62475,10970,XXL,4
62476,10971,XS,4
62477,10971,S,52
62478,10971,M,6
62479,10971,L,33
62480,10971,XL,36
62481,10971,XXL,39
62482,10972,XS,25
62483,10972,S,9
62484,10972,M,8
62485,10972,L,13
62486,10972,XL,0
62487,10972,XXL,52
62488,10973,XS,36
62489,10973,S,12
62490,10973,M,54
62491,10973,L,24
62492,10973,XL,15
62493,10973,XXL,46
62494,10974,XS,51
62495,10974,S,35
62496,10974,M,40
62497,10974,L,25
62498,10974,XL,24
62499,10974,XXL,5
62500,10975,XS,13
62501,10975,S,41
62502,10975,M,40
62503,10975,L,16
62504,10975,XL,11
62505,10975,XXL,52
62506,10976,XS,26
62507,10976,S,27
62508,10976,M,20
62509,10976,L,36
62510,10976,XL,1
62511,10976,XXL,24
62512,10977,XS,41
62513,10977,S,27
62514,10977,M,44
62515,10977,L,56
62516,10977,XL,51
62517,10977,XXL,32
62518,10978,XS,52
62519,10978,S,19
62520,10978,M,14
62521,10978,L,54
62522,10978,XL,56
62523,10978,XXL,50
62524,10979,XS,38
62525,10979,S,35
62526,10979,M,31
62527,10979,L,47
62528,10979,XL,31
62529,10979,XXL,48
62530,10980,XS,28
62531,10980,S,28
62532,10980,M,48
62533,10980,L,25
62534,10980,XL,30
62535,10980,XXL,42
62536,10981,XS,32
62537,10981,S,49
62538,10981,M,52
62539,10981,L,58
62540,10981,XL,55
62541,10981,XXL,33
62542,10982,XS,13
62543,10982,S,32
62544,10982,M,59
62545,10982,L,45
62546,10982,XL,48
62547,10982,XXL,2
62548,10983,7,9
62549,10983,7.5,45
62550,10983,8,45
62551,10983,8.5,0
62552,10983,9,0
62553,10983,9.5,52
62554,10983,10,1
62555,10983,10.5,0
62556,10983,11,0
62557,10983,11.5,32
62558,10983,12,27
62559,10984,7,45
62560,10984,7.5,42
62561,10984,8,45
62562,10984,8.5,14
62563,10984,9,29
62564,10984,9.5,44
62565,10984,10,14
62566,10984,10.5,2
62567,10984,11,3
62568,10984,11.5,47
62569,10984,12,19
62570,10985,7,29
62571,10985,7.5,44
62572,10985,8,33
62573,10985,8.5,42
62574,10985,9,47
62575,10985,9.5,35
62576,10985,10,39
62577,10985,10.5,39
62578,10985,11,26
62579,10985,11.5,15
62580,10985,12,29
62581,10986,7,25
62582,10986,7.5,31
62583,10986,8,5
62584,10986,8.5,22
62585,10986,9,4
62586,10986,9.5,11
62587,10986,10,49
62588,10986,10.5,28
62589,10986,11,49
62590,10986,11.5,14
62591,10986,12,32
62592,10987,7,35
62593,10987,7.5,30
62594,10987,8,18
62595,10987,8.5,14
62596,10987,9,49
62597,10987,9.5,32
62598,10987,10,58
62599,10987,10.5,37
62600,10987,11,47
62601,10987,11.5,59
62602,10987,12,31
62603,10988,7,15
62604,10988,7.5,16
62605,10988,8,49
62606,10988,8.5,1
62607,10988,9,19
62608,10988,9.5,25
62609,10988,10,50
62610,10988,10.5,50
62611,10988,11,20
62612,10988,11.5,33
62613,10988,12,21
62614,10989,XS,21
62615,10989,S,2
62616,10989,M,50
62617,10989,L,46
62618,10989,XL,29
62619,10989,XXL,46
62620,10990,XS,2
62621,10990,S,59
62622,10990,M,47
62623,10990,L,29
62624,10990,XL,32
62625,10990,XXL,7
62626,10991,One Size,58
62627,10992,XS,58
62628,10992,S,21
62629,10992,M,47
62630,10992,L,30
62631,10992,XL,24
62632,10992,XXL,28
62633,10993,XS,51
62634,10993,S,13
62635,10993,M,45
62636,10993,L,59
62637,10993,XL,35
62638,10993,XXL,11
62639,10994,XS,2
62640,10994,S,37
62641,10994,M,42
62642,10994,L,42
62643,10994,XL,37
62644,10994,XXL,46
62645,10995,7,56
62646,10995,7.5,14
62647,10995,8,7
62648,10995,8.5,15
62649,10995,9,43
62650,10995,9.5,23
62651,10995,10,11
62652,10995,10.5,18
62653,10995,11,35
62654,10995,11.5,24
62655,10995,12,45
62656,10996,XS,49
62657,10996,S,28
62658,10996,M,4
62659,10996,L,21
62660,10996,XL,45
62661,10996,XXL,8
62662,10997,XS,11
62663,10997,S,29
62664,10997,M,19
62665,10997,L,22
62666,10997,XL,20
62667,10997,XXL,24
62668,10998,XS,13
62669,10998,S,15
62670,10998,M,9
62671,10998,L,27
62672,10998,XL,41
62673,10998,XXL,50
62674,10999,XS,25
62675,10999,S,33
62676,10999,M,11
62677,10999,L,30
62678,10999,XL,59
62679,10999,XXL,19
62680,11000,XS,31
62681,11000,S,10
62682,11000,M,45
62683,11000,L,55
62684,11000,XL,15
62685,11000,XXL,30
62686,11001,XS,52
62687,11001,S,35
62688,11001,M,17
62689,11001,L,39
62690,11001,XL,46
62691,11001,XXL,49
62692,11002,7,13
62693,11002,7.5,40
62694,11002,8,30
62695,11002,8.5,28
62696,11002,9,28
62697,11002,9.5,9
62698,11002,10,31
62699,11002,10.5,58
62700,11002,11,58
62701,11002,11.5,38
62702,11002,12,50
62703,11003,7,49
62704,11003,7.5,54
62705,11003,8,2
62706,11003,8.5,4
62707,11003,9,52
62708,11003,9.5,59
62709,11003,10,49
62710,11003,10.5,14
62711,11003,11,7
62712,11003,11.5,8
62713,11003,12,28
62714,11004,7,56
62715,11004,7.5,14
62716,11004,8,18
62717,11004,8.5,34
62718,11004,9,55
62719,11004,9.5,33
62720,11004,10,1
62721,11004,10.5,15
62722,11004,11,46
62723,11004,11.5,12
62724,11004,12,11
62725,11005,XS,44
62726,11005,S,19
62727,11005,M,40
62728,11005,L,38
62729,11005,XL,13
62730,11005,XXL,25
62731,11006,XS,31
62732,11006,S,42
62733,11006,M,17
62734,11006,L,51
62735,11006,XL,11
62736,11006,XXL,14
62737,11007,XS,2
62738,11007,S,41
62739,11007,M,26
62740,11007,L,34
62741,11007,XL,38
62742,11007,XXL,10
62743,11008,XS,33
62744,11008,S,4
62745,11008,M,34
62746,11008,L,33
62747,11008,XL,17
62748,11008,XXL,40
62749,11009,XS,10
62750,11009,S,11
62751,11009,M,28
62752,11009,L,33
62753,11009,XL,24
62754,11009,XXL,6
62755,11010,7,4
62756,11010,7.5,35
62757,11010,8,38
62758,11010,8.5,43
62759,11010,9,43
62760,11010,9.5,39
62761,11010,10,32
62762,11010,10.5,44
62763,11010,11,55
62764,11010,11.5,44
62765,11010,12,9
62766,11011,7,43
62767,11011,7.5,26
62768,11011,8,2
62769,11011,8.5,27
62770,11011,9,3
62771,11011,9.5,29
62772,11011,10,30
62773,11011,10.5,26
62774,11011,11,22
62775,11011,11.5,53
62776,11011,12,23
62777,11012,XS,31
62778,11012,S,29
62779,11012,M,4
62780,11012,L,27
62781,11012,XL,45
62782,11012,XXL,49
62783,11013,One Size,50
62784,11014,One Size,8
62785,11015,One Size,19
62786,11016,One Size,54
62787,11017,7,21
62788,11017,7.5,16
62789,11017,8,5
62790,11017,8.5,45
62791,11017,9,31
62792,11017,9.5,3
62793,11017,10,48
62794,11017,10.5,27
62795,11017,11,33
62796,11017,11.5,7
62797,11017,12,22
62798,11018,7,35
62799,11018,7.5,5
62800,11018,8,43
62801,11018,8.5,3
62802,11018,9,4
62803,11018,9.5,49
62804,11018,10,9
62805,11018,10.5,28
62806,11018,11,52
62807,11018,11.5,18
62808,11018,12,20
62809,11019,7,56
62810,11019,7.5,14
62811,11019,8,21
62812,11019,8.5,47
62813,11019,9,44
62814,11019,9.5,32
62815,11019,10,49
62816,11019,10.5,19
62817,11019,11,24
62818,11019,11.5,27
62819,11019,12,2
62820,11020,7,13
62821,11020,7.5,20
62822,11020,8,29
62823,11020,8.5,44
62824,11020,9,1
62825,11020,9.5,47
62826,11020,10,44
62827,11020,10.5,44
62828,11020,11,58
62829,11020,11.5,59
62830,11020,12,57
62831,11021,XS,12
62832,11021,S,34
62833,11021,M,12
62834,11021,L,5
62835,11021,XL,33
62836,11021,XXL,32
62837,11022,XS,6
62838,11022,S,5
62839,11022,M,54
62840,11022,L,29
62841,11022,XL,14
62842,11022,XXL,42
62843,11023,XS,44
62844,11023,S,26
62845,11023,M,37
62846,11023,L,41
62847,11023,XL,57
62848,11023,XXL,24
62849,11024,XS,2
62850,11024,S,25
62851,11024,M,23
62852,11024,L,59
62853,11024,XL,7
62854,11024,XXL,57
62855,11025,XS,6
62856,11025,S,48
62857,11025,M,14
62858,11025,L,11
62859,11025,XL,54
62860,11025,XXL,52
62861,11026,XS,59
62862,11026,S,7
62863,11026,M,47
62864,11026,L,29
62865,11026,XL,55
62866,11026,XXL,28
62867,11027,XS,36
62868,11027,S,10
62869,11027,M,22
62870,11027,L,19
62871,11027,XL,40
62872,11027,XXL,21
62873,11028,XS,46
62874,11028,S,52
62875,11028,M,33
62876,11028,L,31
62877,11028,XL,49
62878,11028,XXL,13
62879,11029,XS,7
62880,11029,S,6
62881,11029,M,25
62882,11029,L,22
62883,11029,XL,32
62884,11029,XXL,25
62885,11030,XS,21
62886,11030,S,33
62887,11030,M,16
62888,11030,L,36
62889,11030,XL,0
62890,11030,XXL,25
62891,11031,One Size,2
62892,11032,XS,14
62893,11032,S,25
62894,11032,M,29
62895,11032,L,37
62896,11032,XL,13
62897,11032,XXL,4
62898,11033,XS,4
62899,11033,S,53
62900,11033,M,14
62901,11033,L,28
62902,11033,XL,14
62903,11033,XXL,46
62904,11034,XS,52
62905,11034,S,29
62906,11034,M,2
62907,11034,L,54
62908,11034,XL,30
62909,11034,XXL,12
62910,11035,XS,25
62911,11035,S,36
62912,11035,M,11
62913,11035,L,8
62914,11035,XL,37
62915,11035,XXL,48
62916,11036,XS,15
62917,11036,S,15
62918,11036,M,29
62919,11036,L,46
62920,11036,XL,2
62921,11036,XXL,54
62922,11037,XS,19
62923,11037,S,58
62924,11037,M,16
62925,11037,L,57
62926,11037,XL,45
62927,11037,XXL,1
62928,11038,XS,11
62929,11038,S,4
62930,11038,M,16
62931,11038,L,18
62932,11038,XL,30
62933,11038,XXL,40
62934,11039,XS,25
62935,11039,S,27
62936,11039,M,49
62937,11039,L,17
62938,11039,XL,42
62939,11039,XXL,7
62940,11040,XS,43
62941,11040,S,17
62942,11040,M,48
62943,11040,L,40
62944,11040,XL,57
62945,11040,XXL,11
62946,11041,XS,6
62947,11041,S,53
62948,11041,M,56
62949,11041,L,17
62950,11041,XL,28
62951,11041,XXL,2
62952,11042,7,25
62953,11042,7.5,5
62954,11042,8,17
62955,11042,8.5,30
62956,11042,9,46
62957,11042,9.5,10
62958,11042,10,6
62959,11042,10.5,32
62960,11042,11,5
62961,11042,11.5,40
62962,11042,12,32
62963,11043,7,52
62964,11043,7.5,35
62965,11043,8,20
62966,11043,8.5,0
62967,11043,9,17
62968,11043,9.5,12
62969,11043,10,55
62970,11043,10.5,42
62971,11043,11,2
62972,11043,11.5,43
62973,11043,12,58
62974,11044,7,43
62975,11044,7.5,20
62976,11044,8,40
62977,11044,8.5,59
62978,11044,9,17
62979,11044,9.5,51
62980,11044,10,32
62981,11044,10.5,52
62982,11044,11,20
62983,11044,11.5,58
62984,11044,12,33
62985,11045,7,26
62986,11045,7.5,57
62987,11045,8,48
62988,11045,8.5,25
62989,11045,9,47
62990,11045,9.5,6
62991,11045,10,12
62992,11045,10.5,43
62993,11045,11,11
62994,11045,11.5,55
62995,11045,12,57
62996,11046,7,2
62997,11046,7.5,23
62998,11046,8,4
62999,11046,8.5,22
63000,11046,9,26
63001,11046,9.5,57
63002,11046,10,9
63003,11046,10.5,39
63004,11046,11,58
63005,11046,11.5,43
63006,11046,12,9
63007,11047,7,22
63008,11047,7.5,54
63009,11047,8,29
63010,11047,8.5,40
63011,11047,9,48
63012,11047,9.5,13
63013,11047,10,21
63014,11047,10.5,5
63015,11047,11,11
63016,11047,11.5,36
63017,11047,12,36
63018,11048,XS,8
63019,11048,S,18
63020,11048,M,33
63021,11048,L,5
63022,11048,XL,6
63023,11048,XXL,18
63024,11049,XS,15
63025,11049,S,6
63026,11049,M,46
63027,11049,L,59
63028,11049,XL,46
63029,11049,XXL,8
63030,11050,XS,1
63031,11050,S,16
63032,11050,M,40
63033,11050,L,35
63034,11050,XL,37
63035,11050,XXL,7
63036,11051,XS,24
63037,11051,S,48
63038,11051,M,48
63039,11051,L,46
63040,11051,XL,17
63041,11051,XXL,31
63042,11052,XS,23
63043,11052,S,48
63044,11052,M,57
63045,11052,L,53
63046,11052,XL,21
63047,11052,XXL,0
63048,11053,XS,2
63049,11053,S,26
63050,11053,M,22
63051,11053,L,29
63052,11053,XL,43
63053,11053,XXL,49
63054,11054,7,47
63055,11054,7.5,18
63056,11054,8,21
63057,11054,8.5,49
63058,11054,9,17
63059,11054,9.5,33
63060,11054,10,23
63061,11054,10.5,15
63062,11054,11,50
63063,11054,11.5,8
63064,11054,12,29
63065,11055,7,41
63066,11055,7.5,52
63067,11055,8,36
63068,11055,8.5,2
63069,11055,9,3
63070,11055,9.5,55
63071,11055,10,56
63072,11055,10.5,5
63073,11055,11,32
63074,11055,11.5,27
63075,11055,12,42
63076,11056,XS,0
63077,11056,S,25
63078,11056,M,48
63079,11056,L,10
63080,11056,XL,24
63081,11056,XXL,22
63082,11057,XS,20
63083,11057,S,8
63084,11057,M,46
63085,11057,L,57
63086,11057,XL,5
63087,11057,XXL,5
63088,11058,XS,27
63089,11058,S,38
63090,11058,M,54
63091,11058,L,20
63092,11058,XL,46
63093,11058,XXL,26
63094,11059,XS,52
63095,11059,S,58
63096,11059,M,16
63097,11059,L,19
63098,11059,XL,50
63099,11059,XXL,45
63100,11060,XS,6
63101,11060,S,26
63102,11060,M,56
63103,11060,L,49
63104,11060,XL,14
63105,11060,XXL,23
63106,11061,XS,34
63107,11061,S,25
63108,11061,M,53
63109,11061,L,13
63110,11061,XL,36
63111,11061,XXL,34
63112,11062,XS,34
63113,11062,S,14
63114,11062,M,21
63115,11062,L,51
63116,11062,XL,44
63117,11062,XXL,46
63118,11063,7,33
63119,11063,7.5,31
63120,11063,8,16
63121,11063,8.5,42
63122,11063,9,24
63123,11063,9.5,1
63124,11063,10,28
63125,11063,10.5,28
63126,11063,11,45
63127,11063,11.5,1
63128,11063,12,48
63129,11064,7,15
63130,11064,7.5,0
63131,11064,8,55
63132,11064,8.5,5
63133,11064,9,48
63134,11064,9.5,36
63135,11064,10,23
63136,11064,10.5,59
63137,11064,11,6
63138,11064,11.5,51
63139,11064,12,35
63140,11065,7,46
63141,11065,7.5,15
63142,11065,8,54
63143,11065,8.5,13
63144,11065,9,31
63145,11065,9.5,1
63146,11065,10,25
63147,11065,10.5,19
63148,11065,11,3
63149,11065,11.5,34
63150,11065,12,24
63151,11066,7,41
63152,11066,7.5,13
63153,11066,8,47
63154,11066,8.5,14
63155,11066,9,27
63156,11066,9.5,49
63157,11066,10,11
63158,11066,10.5,7
63159,11066,11,32
63160,11066,11.5,5
63161,11066,12,9
63162,11067,7,57
63163,11067,7.5,3
63164,11067,8,51
63165,11067,8.5,45
63166,11067,9,36
63167,11067,9.5,50
63168,11067,10,28
63169,11067,10.5,59
63170,11067,11,40
63171,11067,11.5,9
63172,11067,12,45
63173,11068,7,36
63174,11068,7.5,54
63175,11068,8,57
63176,11068,8.5,43
63177,11068,9,0
63178,11068,9.5,3
63179,11068,10,51
63180,11068,10.5,19
63181,11068,11,6
63182,11068,11.5,54
63183,11068,12,37
63184,11069,XS,12
63185,11069,S,45
63186,11069,M,27
63187,11069,L,2
63188,11069,XL,12
63189,11069,XXL,30
63190,11070,7,18
63191,11070,7.5,58
63192,11070,8,12
63193,11070,8.5,23
63194,11070,9,31
63195,11070,9.5,32
63196,11070,10,41
63197,11070,10.5,47
63198,11070,11,52
63199,11070,11.5,2
63200,11070,12,30
63201,11071,7,41
63202,11071,7.5,48
63203,11071,8,56
63204,11071,8.5,42
63205,11071,9,51
63206,11071,9.5,6
63207,11071,10,12
63208,11071,10.5,44
63209,11071,11,38
63210,11071,11.5,27
63211,11071,12,46
63212,11072,7,53
63213,11072,7.5,45
63214,11072,8,5
63215,11072,8.5,29
63216,11072,9,42
63217,11072,9.5,20
63218,11072,10,29
63219,11072,10.5,42
63220,11072,11,17
63221,11072,11.5,3
63222,11072,12,28
63223,11073,XS,38
63224,11073,S,6
63225,11073,M,11
63226,11073,L,7
63227,11073,XL,23
63228,11073,XXL,35
63229,11074,XS,12
63230,11074,S,50
63231,11074,M,36
63232,11074,L,16
63233,11074,XL,54
63234,11074,XXL,13
63235,11075,XS,8
63236,11075,S,4
63237,11075,M,47
63238,11075,L,29
63239,11075,XL,39
63240,11075,XXL,7
63241,11076,XS,1
63242,11076,S,32
63243,11076,M,7
63244,11076,L,50
63245,11076,XL,13
63246,11076,XXL,42
63247,11077,XS,22
63248,11077,S,38
63249,11077,M,34
63250,11077,L,53
63251,11077,XL,8
63252,11077,XXL,43
63253,11078,XS,7
63254,11078,S,51
63255,11078,M,10
63256,11078,L,2
63257,11078,XL,39
63258,11078,XXL,34
63259,11079,One Size,42
63260,11080,One Size,49
63261,11081,XS,24
63262,11081,S,37
63263,11081,M,23
63264,11081,L,52
63265,11081,XL,15
63266,11081,XXL,52
63267,11082,XS,57
63268,11082,S,5
63269,11082,M,47
63270,11082,L,59
63271,11082,XL,21
63272,11082,XXL,21
63273,11083,XS,14
63274,11083,S,16
63275,11083,M,53
63276,11083,L,4
63277,11083,XL,0
63278,11083,XXL,37
63279,11084,XS,7
63280,11084,S,54
63281,11084,M,59
63282,11084,L,12
63283,11084,XL,24
63284,11084,XXL,15
63285,11085,One Size,30
63286,11086,One Size,14
63287,11087,One Size,50
63288,11088,XS,4
63289,11088,S,51
63290,11088,M,16
63291,11088,L,57
63292,11088,XL,42
63293,11088,XXL,57
63294,11089,XS,59
63295,11089,S,20
63296,11089,M,42
63297,11089,L,35
63298,11089,XL,4
63299,11089,XXL,57
63300,11090,XS,50
63301,11090,S,51
63302,11090,M,48
63303,11090,L,32
63304,11090,XL,27
63305,11090,XXL,2
63306,11091,XS,22
63307,11091,S,8
63308,11091,M,50
63309,11091,L,19
63310,11091,XL,54
63311,11091,XXL,32
63312,11092,XS,46
63313,11092,S,36
63314,11092,M,57
63315,11092,L,43
63316,11092,XL,32
63317,11092,XXL,7
63318,11093,XS,11
63319,11093,S,0
63320,11093,M,29
63321,11093,L,7
63322,11093,XL,35
63323,11093,XXL,18
63324,11094,XS,1
63325,11094,S,16
63326,11094,M,17
63327,11094,L,7
63328,11094,XL,23
63329,11094,XXL,14
63330,11095,XS,7
63331,11095,S,0
63332,11095,M,54
63333,11095,L,24
63334,11095,XL,30
63335,11095,XXL,30
63336,11096,XS,14
63337,11096,S,25
63338,11096,M,19
63339,11096,L,57
63340,11096,XL,30
63341,11096,XXL,37
63342,11097,XS,37
63343,11097,S,14
63344,11097,M,50
63345,11097,L,29
63346,11097,XL,17
63347,11097,XXL,59
63348,11098,One Size,44
63349,11099,One Size,36
63350,11100,XS,17
63351,11100,S,32
63352,11100,M,59
63353,11100,L,34
63354,11100,XL,17
63355,11100,XXL,36
63356,11101,XS,56
63357,11101,S,12
63358,11101,M,5
63359,11101,L,25
63360,11101,XL,44
63361,11101,XXL,6
63362,11102,One Size,3
63363,11103,XS,2
63364,11103,S,13
63365,11103,M,5
63366,11103,L,45
63367,11103,XL,59
63368,11103,XXL,8
63369,11104,7,33
63370,11104,7.5,0
63371,11104,8,49
63372,11104,8.5,57
63373,11104,9,48
63374,11104,9.5,43
63375,11104,10,3
63376,11104,10.5,49
63377,11104,11,50
63378,11104,11.5,7
63379,11104,12,46
63380,11105,7,11
63381,11105,7.5,32
63382,11105,8,12
63383,11105,8.5,53
63384,11105,9,33
63385,11105,9.5,17
63386,11105,10,28
63387,11105,10.5,27
63388,11105,11,14
63389,11105,11.5,55
63390,11105,12,51
63391,11106,One Size,29
63392,11107,One Size,3
63393,11108,XS,44
63394,11108,S,33
63395,11108,M,50
63396,11108,L,51
63397,11108,XL,58
63398,11108,XXL,33
63399,11109,XS,18
63400,11109,S,41
63401,11109,M,19
63402,11109,L,59
63403,11109,XL,27
63404,11109,XXL,50
63405,11110,XS,48
63406,11110,S,25
63407,11110,M,50
63408,11110,L,32
63409,11110,XL,11
63410,11110,XXL,38
63411,11111,XS,3
63412,11111,S,51
63413,11111,M,35
63414,11111,L,16
63415,11111,XL,16
63416,11111,XXL,26
63417,11112,XS,58
63418,11112,S,25
63419,11112,M,7
63420,11112,L,19
63421,11112,XL,55
63422,11112,XXL,57
63423,11113,XS,6
63424,11113,S,53
63425,11113,M,37
63426,11113,L,0
63427,11113,XL,37
63428,11113,XXL,42
63429,11114,XS,26
63430,11114,S,46
63431,11114,M,19
63432,11114,L,24
63433,11114,XL,52
63434,11114,XXL,31
63435,11115,XS,28
63436,11115,S,38
63437,11115,M,41
63438,11115,L,58
63439,11115,XL,57
63440,11115,XXL,51
63441,11116,One Size,38
63442,11117,One Size,35
63443,11118,One Size,7
63444,11119,One Size,52
63445,11120,One Size,58
63446,11121,One Size,28
63447,11122,XS,12
63448,11122,S,10
63449,11122,M,10
63450,11122,L,22
63451,11122,XL,52
63452,11122,XXL,15
63453,11123,XS,18
63454,11123,S,50
63455,11123,M,38
63456,11123,L,44
63457,11123,XL,39
63458,11123,XXL,35
63459,11124,XS,7
63460,11124,S,39
63461,11124,M,14
63462,11124,L,21
63463,11124,XL,0
63464,11124,XXL,32
63465,11125,XS,16
63466,11125,S,28
63467,11125,M,4
63468,11125,L,55
63469,11125,XL,57
63470,11125,XXL,58
63471,11126,One Size,6
63472,11127,One Size,15
63473,11128,XS,53
63474,11128,S,29
63475,11128,M,2
63476,11128,L,44
63477,11128,XL,51
63478,11128,XXL,9
63479,11129,One Size,4
63480,11130,One Size,14
63481,11131,XS,26
63482,11131,S,14
63483,11131,M,31
63484,11131,L,44
63485,11131,XL,52
63486,11131,XXL,52
63487,11132,7,11
63488,11132,7.5,43
63489,11132,8,52
63490,11132,8.5,41
63491,11132,9,40
63492,11132,9.5,27
63493,11132,10,10
63494,11132,10.5,27
63495,11132,11,17
63496,11132,11.5,24
63497,11132,12,38
63498,11133,7,52
63499,11133,7.5,53
63500,11133,8,23
63501,11133,8.5,19
63502,11133,9,49
63503,11133,9.5,51
63504,11133,10,50
63505,11133,10.5,25
63506,11133,11,16
63507,11133,11.5,5
63508,11133,12,14
63509,11134,7,0
63510,11134,7.5,1
63511,11134,8,47
63512,11134,8.5,29
63513,11134,9,45
63514,11134,9.5,14
63515,11134,10,4
63516,11134,10.5,5
63517,11134,11,48
63518,11134,11.5,46
63519,11134,12,39
63520,11135,XS,52
63521,11135,S,51
63522,11135,M,6
63523,11135,L,55
63524,11135,XL,23
63525,11135,XXL,33
63526,11136,XS,21
63527,11136,S,20
63528,11136,M,32
63529,11136,L,23
63530,11136,XL,36
63531,11136,XXL,51
63532,11137,XS,14
63533,11137,S,40
63534,11137,M,48
63535,11137,L,24
63536,11137,XL,13
63537,11137,XXL,27
63538,11138,One Size,58
63539,11139,One Size,27
63540,11140,7,27
63541,11140,7.5,0
63542,11140,8,11
63543,11140,8.5,56
63544,11140,9,8
63545,11140,9.5,1
63546,11140,10,5
63547,11140,10.5,4
63548,11140,11,59
63549,11140,11.5,31
63550,11140,12,20
63551,11141,XS,56
63552,11141,S,28
63553,11141,M,10
63554,11141,L,5
63555,11141,XL,44
63556,11141,XXL,31
63557,11142,XS,43
63558,11142,S,54
63559,11142,M,14
63560,11142,L,47
63561,11142,XL,29
63562,11142,XXL,54
63563,11143,XS,45
63564,11143,S,42
63565,11143,M,58
63566,11143,L,58
63567,11143,XL,52
63568,11143,XXL,8
63569,11144,XS,12
63570,11144,S,52
63571,11144,M,59
63572,11144,L,36
63573,11144,XL,5
63574,11144,XXL,46
63575,11145,XS,14
63576,11145,S,8
63577,11145,M,27
63578,11145,L,42
63579,11145,XL,27
63580,11145,XXL,58
63581,11146,XS,43
63582,11146,S,7
63583,11146,M,20
63584,11146,L,17
63585,11146,XL,43
63586,11146,XXL,45
63587,11147,One Size,32
63588,11148,XS,27
63589,11148,S,55
63590,11148,M,47
63591,11148,L,4
63592,11148,XL,46
63593,11148,XXL,2
63594,11149,XS,32
63595,11149,S,35
63596,11149,M,1
63597,11149,L,26
63598,11149,XL,29
63599,11149,XXL,32
63600,11150,XS,32
63601,11150,S,11
63602,11150,M,54
63603,11150,L,28
63604,11150,XL,38
63605,11150,XXL,52
63606,11151,XS,16
63607,11151,S,47
63608,11151,M,37
63609,11151,L,59
63610,11151,XL,41
63611,11151,XXL,57
63612,11152,XS,37
63613,11152,S,10
63614,11152,M,52
63615,11152,L,0
63616,11152,XL,47
63617,11152,XXL,56
63618,11153,XS,27
63619,11153,S,16
